employee_id,department,job_level,tenure_months,training_hours,manager_support,work_life_balance,engagement_score,performance_rating
EMP_0900,HR,Individual Contributor,38,38,2.4,3.7,5.0,4.4
EMP_0901,Engineering,Individual Contributor,20,71,4.7,2.6,7.2,4.9
EMP_0902,Sales,Manager,59,48,3.1,3.4,6.5,4.3
EMP_0903,Operations,Individual Contributor,33,12,2.2,3.2,4.3,3.0
EMP_0904,Operations,Senior,28,34,2.8,3.0,7.6,4.1
EMP_0905,HR,Individual Contributor,30,44,4.8,3.3,8.4,4.8
EMP_0906,Engineering,Senior,34,36,3.8,2.3,6.7,4.7
EMP_0907,Sales,Individual Contributor,13,51,2.0,3.8,4.8,3.3
EMP_0908,Customer Support,Individual Contributor,9,60,2.3,2.5,3.4,3.2
EMP_0909,Marketing,Senior,29,32,3.0,2.9,4.5,3.9
EMP_0910,Marketing,Individual Contributor,31,28,3.2,3.2,8.3,4.8
EMP_0911,Marketing,Individual Contributor,35,29,2.3,3.1,4.0,3.5
EMP_0912,Sales,Individual Contributor,31,47,4.2,3.1,7.6,4.2
EMP_0913,Engineering,Senior,12,63,1.7,2.9,3.8,4.0
EMP_0914,IT,Individual Contributor,32,41,4.1,3.0,6.7,4.7
EMP_0915,Finance,Individual Contributor,36,66,2.9,3.0,5.7,4.7
EMP_0916,Sales,Senior,13,56,3.6,2.7,5.9,4.1
EMP_0917,Engineering,Individual Contributor,30,59,3.6,3.3,7.0,3.8
EMP_0918,Research,Lead,29,62,3.1,2.9,6.1,4.6
EMP_0919,Sales,Manager,29,48,2.6,4.4,7.5,4.7
EMP_0920,Operations,Lead,19,57,4.1,3.6,5.8,4.6
EMP_0921,Customer Support,Individual Contributor,32,32,3.8,3.3,6.4,3.1
EMP_0922,Sales,Lead,34,30,3.3,3.0,6.0,3.9
EMP_0923,Finance,Individual Contributor,36,49,2.7,2.1,3.2,4.1
EMP_0924,Operations,Senior,29,39,2.5,3.7,6.8,4.5
EMP_0925,Sales,Individual Contributor,26,17,2.5,2.2,3.5,2.7
EMP_0926,Marketing,Lead,25,46,4.6,3.6,8.9,4.9
EMP_0927,HR,Individual Contributor,17,54,3.0,3.7,5.6,5.0
EMP_0928,Engineering,Senior,23,50,4.5,2.0,7.6,4.8
EMP_0929,IT,Individual Contributor,35,70,4.8,2.0,8.0,4.8
EMP_0930,Engineering,Individual Contributor,32,31,3.8,4.7,9.5,4.6
EMP_0931,IT,Individual Contributor,5,53,4.2,3.5,7.5,4.0
EMP_0932,Legal,Individual Contributor,32,34,4.5,3.3,6.9,4.6
EMP_0933,Sales,Senior,8,74,3.2,3.1,5.4,4.4
EMP_0934,Marketing,Individual Contributor,30,44,3.0,3.1,4.2,3.9
EMP_0935,Marketing,Lead,12,57,4.3,4.0,7.7,4.7
EMP_0936,Engineering,Individual Contributor,11,59,4.2,2.6,6.9,4.7
EMP_0937,Customer Support,Individual Contributor,34,21,3.6,2.8,4.1,3.9
EMP_0938,IT,Individual Contributor,35,56,2.2,3.8,5.0,3.9
EMP_0939,IT,Senior,28,39,4.0,3.5,6.0,4.3
EMP_0940,Engineering,Individual Contributor,17,30,3.6,4.1,5.1,3.4
EMP_0941,Engineering,Individual Contributor,30,55,3.1,2.8,6.3,4.0
EMP_0942,Customer Support,Individual Contributor,3,47,3.7,3.5,7.4,4.1
EMP_0943,Engineering,Senior,21,53,2.6,2.3,5.5,4.6
EMP_0944,Engineering,Manager,64,62,2.8,2.2,6.0,4.6
EMP_0945,Sales,Individual Contributor,26,44,3.9,4.1,5.5,4.3
EMP_0946,Engineering,Individual Contributor,40,38,3.7,3.1,8.9,3.9
EMP_0947,Marketing,Individual Contributor,27,26,3.9,2.7,5.5,3.9
EMP_0948,HR,Lead,56,44,2.6,4.2,6.0,4.9
EMP_0949,IT,Individual Contributor,12,57,2.9,2.4,5.5,4.1
EMP_0950,Finance,Individual Contributor,38,34,3.4,2.8,8.4,4.2
EMP_0951,Finance,Lead,31,47,3.6,2.5,7.5,4.5
EMP_0952,Legal,Senior,53,27,3.8,3.9,6.0,5.0
EMP_0953,Sales,Individual Contributor,21,59,3.8,2.7,5.2,3.8
EMP_0954,Engineering,Senior,15,44,2.5,3.3,6.6,3.9
EMP_0955,Customer Support,Lead,15,51,2.8,2.2,3.1,4.2
EMP_0956,Sales,Individual Contributor,33,30,3.8,3.5,7.4,4.4
EMP_0957,Finance,Manager,48,47,2.1,2.9,5.8,4.4
EMP_0958,Sales,Individual Contributor,33,63,2.7,3.4,6.0,4.8
EMP_0959,Sales,Individual Contributor,48,40,2.9,4.0,4.7,4.1
EMP_0960,IT,Individual Contributor,40,44,3.7,3.3,6.4,4.2
EMP_0961,Customer Support,Individual Contributor,29,48,4.6,2.7,8.1,4.5
EMP_0962,Sales,Manager,29,32,3.0,4.3,6.9,4.6
EMP_0963,Operations,Individual Contributor,18,43,2.0,3.2,4.9,3.0
EMP_0964,Engineering,Senior,42,44,3.8,3.2,7.4,4.3
EMP_0965,IT,Manager,13,76,3.0,3.7,9.7,4.7
EMP_0966,Sales,Senior,18,52,4.7,4.1,8.3,4.9
EMP_0967,Marketing,Individual Contributor,12,66,4.7,2.4,6.4,3.8
EMP_0968,Engineering,Individual Contributor,21,60,3.2,2.2,5.1,4.8
EMP_0969,IT,Senior,31,53,2.7,4.6,7.5,4.5
EMP_0970,HR,Manager,29,37,2.5,3.9,7.4,4.6
EMP_0971,Engineering,Senior,43,51,3.9,3.5,6.3,4.5
EMP_0972,Engineering,Senior,35,35,3.2,3.5,9.6,4.7
EMP_0973,Research,Individual Contributor,40,49,4.1,3.9,9.2,4.8
EMP_0974,HR,Individual Contributor,35,45,3.3,3.0,4.3,3.2
EMP_0975,Research,Individual Contributor,43,43,2.8,4.2,6.2,4.5
EMP_0976,HR,Individual Contributor,20,67,4.3,4.2,7.7,4.9
EMP_0977,Customer Support,Individual Contributor,9,11,1.9,3.5,4.1,2.8
EMP_0978,Sales,Individual Contributor,1,42,3.9,3.3,7.8,3.9
EMP_0979,Engineering,Individual Contributor,38,47,2.8,2.9,6.1,4.5
EMP_0980,Marketing,Individual Contributor,22,35,4.3,3.7,7.4,4.4
EMP_0981,Sales,Senior,15,51,3.2,4.8,7.1,4.5
EMP_0982,Engineering,Senior,33,68,4.1,3.0,8.0,4.8
EMP_0983,Customer Support,Individual Contributor,20,24,3.4,2.9,7.1,3.6
EMP_0984,Operations,Individual Contributor,46,33,3.7,3.5,5.4,3.8
EMP_0985,Legal,Lead,27,50,3.4,3.5,5.5,4.4
EMP_0986,Operations,Individual Contributor,23,54,3.9,3.0,6.6,3.6
EMP_0987,Marketing,Individual Contributor,51,43,3.0,3.5,4.4,4.6
EMP_0988,Finance,Senior,21,57,2.9,3.1,6.4,4.6
EMP_0989,Sales,Individual Contributor,25,49,2.4,3.1,4.0,4.4
EMP_0990,Research,Individual Contributor,26,59,3.8,2.9,6.0,4.3
EMP_0991,Engineering,Lead,33,48,1.9,4.2,7.8,4.5
EMP_0992,Sales,Individual Contributor,17,10,3.8,4.0,6.0,3.4
EMP_0993,IT,Individual Contributor,33,51,2.1,3.3,4.1,3.7
EMP_0994,Engineering,Lead,44,66,3.3,4.2,7.0,4.9
EMP_0995,Operations,Individual Contributor,25,47,4.4,2.4,8.5,4.7
EMP_0996,Legal,Individual Contributor,44,24,4.1,3.7,6.7,4.9
EMP_0997,Sales,Senior,7,40,3.5,3.5,6.9,3.4
EMP_0998,Sales,Individual Contributor,43,14,2.6,1.9,4.3,3.9
EMP_0999,IT,Lead,37,69,1.7,3.2,4.0,4.4
EMP_1000,Engineering,Individual Contributor,11,60,3.5,3.6,7.0,4.0
EMP_1001,Operations,Senior,33,28,4.3,3.6,6.3,4.9
EMP_1002,IT,Individual Contributor,24,30,3.7,2.9,7.3,4.7
EMP_1003,IT,Individual Contributor,48,47,3.4,3.9,5.4,4.4
EMP_1004,Operations,Individual Contributor,27,16,3.3,4.1,8.0,3.5
EMP_1005,IT,Individual Contributor,9,50,4.3,2.6,7.4,4.0
EMP_1006,IT,Individual Contributor,28,43,4.1,2.9,7.2,4.2
EMP_1007,Research,Senior,39,71,2.6,4.2,6.8,4.5
EMP_1008,Research,Senior,30,47,3.9,4.2,6.5,4.8
EMP_1009,Sales,Individual Contributor,33,53,3.5,4.2,7.2,4.3
EMP_1010,Sales,Manager,49,49,3.4,3.4,7.5,4.9
EMP_1011,Engineering,Individual Contributor,25,39,3.5,3.5,6.1,4.5
EMP_1012,HR,Senior,34,44,2.5,3.3,7.1,4.3
EMP_1013,Sales,Individual Contributor,11,43,3.1,2.1,4.4,3.5
EMP_1014,Operations,Individual Contributor,27,27,3.4,4.6,6.9,3.8
EMP_1015,Operations,Individual Contributor,18,35,4.0,2.8,7.2,3.2
EMP_1016,Sales,Individual Contributor,20,49,3.1,3.5,5.0,4.1
EMP_1017,Research,Individual Contributor,11,71,2.8,4.3,6.3,4.7
EMP_1018,Marketing,Individual Contributor,19,58,2.6,2.5,4.6,3.2
EMP_1019,Sales,Individual Contributor,13,59,4.8,2.9,9.1,4.6
EMP_1020,Sales,Senior,18,54,3.8,4.6,7.0,4.7
EMP_1021,IT,Individual Contributor,6,43,1.4,5.0,6.2,4.3
EMP_1022,HR,Individual Contributor,32,35,2.7,3.4,5.1,4.3
EMP_1023,Engineering,Senior,32,35,1.8,2.5,3.9,4.3
EMP_1024,Engineering,Individual Contributor,32,55,3.4,2.9,4.9,4.5
EMP_1025,Engineering,Senior,40,41,3.5,3.4,7.3,5.0
EMP_1026,Marketing,Individual Contributor,27,39,2.2,2.3,2.9,2.5
EMP_1027,Marketing,Individual Contributor,33,45,2.6,4.1,4.7,3.6
EMP_1028,Engineering,Individual Contributor,20,46,3.0,3.4,6.0,4.9
EMP_1029,Finance,Lead,19,43,2.2,3.2,2.8,4.3
EMP_1030,IT,Individual Contributor,24,48,3.6,2.7,5.0,3.9
EMP_1031,HR,Individual Contributor,34,32,2.5,4.8,3.9,4.2
EMP_1032,Operations,Senior,38,33,2.6,2.7,5.4,4.0
EMP_1033,Sales,Individual Contributor,31,53,3.9,2.4,5.3,4.4
EMP_1034,Finance,Individual Contributor,20,27,3.9,2.8,8.1,4.5
EMP_1035,Sales,Individual Contributor,8,64,3.0,2.8,5.0,3.1
EMP_1036,Marketing,Individual Contributor,25,24,3.3,3.1,6.8,4.3
EMP_1037,Operations,Senior,17,40,3.2,2.7,6.5,4.3
EMP_1038,Customer Support,Individual Contributor,11,35,2.5,3.6,3.6,4.0
EMP_1039,Sales,Individual Contributor,31,31,3.6,4.3,7.4,3.9
EMP_1040,IT,Individual Contributor,20,64,3.8,3.4,8.1,4.9
EMP_1041,IT,Senior,43,40,3.6,3.8,7.7,4.8
EMP_1042,Engineering,Individual Contributor,16,59,3.9,2.1,6.2,3.9
EMP_1043,Engineering,Individual Contributor,23,24,3.3,3.5,7.1,4.3
EMP_1044,Finance,Lead,49,42,2.6,3.7,4.4,4.9
EMP_1045,Sales,Individual Contributor,34,35,4.8,2.5,6.6,4.4
EMP_1046,Engineering,Lead,31,72,2.3,3.2,5.6,4.7
EMP_1047,Operations,Individual Contributor,18,32,4.2,2.8,7.9,4.2
EMP_1048,IT,Lead,40,65,2.8,3.2,6.8,4.7
EMP_1049,Engineering,Lead,58,55,2.6,2.9,7.4,4.6
EMP_1050,IT,Senior,40,69,3.2,2.1,5.7,4.4
EMP_1051,Research,Individual Contributor,39,50,3.4,4.3,7.1,4.6
EMP_1052,Operations,Individual Contributor,22,32,3.5,4.0,6.5,4.0
EMP_1053,Sales,Individual Contributor,27,27,3.0,4.4,7.3,4.2
EMP_1054,IT,Individual Contributor,28,25,3.7,3.4,6.8,4.2
EMP_1055,Finance,Individual Contributor,13,34,4.6,2.8,7.1,3.7
EMP_1056,Sales,Individual Contributor,4,51,3.5,3.1,5.6,4.1
EMP_1057,Finance,Individual Contributor,18,34,3.4,2.6,4.8,4.0
EMP_1058,Customer Support,Individual Contributor,25,41,3.3,2.4,4.3,4.2
EMP_1059,Marketing,Individual Contributor,28,44,1.6,3.4,2.1,3.2
EMP_1060,Operations,Senior,45,62,3.5,3.0,8.0,4.7
EMP_1061,Customer Support,Senior,7,46,2.9,3.3,5.1,3.8
EMP_1062,Marketing,Individual Contributor,21,31,3.5,4.0,7.4,4.1
EMP_1063,Sales,Individual Contributor,40,51,2.8,1.9,5.2,4.1
EMP_1064,Finance,Individual Contributor,52,54,3.7,2.8,3.9,3.8
EMP_1065,HR,Senior,33,53,3.6,3.9,6.2,4.7
EMP_1066,Engineering,Senior,15,54,4.0,3.5,9.8,4.7
EMP_1067,Operations,Individual Contributor,26,26,3.4,4.1,7.4,4.5
EMP_1068,Customer Support,Individual Contributor,11,53,2.2,3.9,4.3,3.1
EMP_1069,Operations,Individual Contributor,26,50,2.2,3.1,5.9,3.6
EMP_1070,Customer Support,Individual Contributor,11,37,3.2,4.3,7.2,3.8
EMP_1071,Sales,Senior,52,41,2.2,2.9,4.3,3.5
EMP_1072,Sales,Lead,49,55,3.0,3.3,6.4,4.9
EMP_1073,Sales,Individual Contributor,36,35,4.0,3.5,7.2,3.8
EMP_1074,Operations,Individual Contributor,13,37,3.0,2.0,5.4,2.7
EMP_1075,Engineering,Individual Contributor,31,46,4.7,3.4,6.5,4.5
EMP_1076,Operations,Individual Contributor,38,64,3.3,2.8,7.3,3.9
EMP_1077,Research,Individual Contributor,33,49,2.1,3.5,4.6,4.3
EMP_1078,Engineering,Individual Contributor,47,37,4.1,2.3,6.9,3.8
EMP_1079,HR,Individual Contributor,50,50,3.8,4.4,8.0,5.0
EMP_1080,Finance,Individual Contributor,36,57,3.5,1.9,5.3,3.7
EMP_1081,Finance,Senior,35,47,3.7,1.4,4.0,4.1
EMP_1082,Finance,Individual Contributor,49,36,3.3,3.4,6.5,4.1
EMP_1083,Sales,Senior,22,38,4.7,2.6,6.8,3.7
EMP_1084,Customer Support,Individual Contributor,12,44,2.8,2.4,4.3,2.3
EMP_1085,Customer Support,Senior,8,58,4.0,4.0,8.3,4.7
EMP_1086,Sales,Senior,7,61,4.2,3.7,7.5,4.3
EMP_1087,Customer Support,Senior,35,45,4.8,2.7,6.1,4.0
EMP_1088,Research,Individual Contributor,39,41,2.3,5.0,4.4,4.6
EMP_1089,Customer Support,Individual Contributor,17,47,3.6,4.3,8.6,3.3
EMP_1090,Finance,Individual Contributor,13,36,3.8,3.8,7.0,4.4
EMP_1091,IT,Senior,16,69,4.7,2.7,7.3,4.4
EMP_1092,Sales,Individual Contributor,24,35,2.6,3.3,4.7,3.6
EMP_1093,Customer Support,Individual Contributor,23,7,4.0,3.8,6.5,3.1
EMP_1094,Finance,Individual Contributor,38,60,2.9,2.4,3.8,3.9
EMP_1095,Sales,Manager,24,45,3.9,3.5,6.6,4.4
EMP_1096,Sales,Individual Contributor,24,5,2.4,4.2,4.0,3.5
EMP_1097,Finance,Senior,49,40,3.2,3.1,7.2,4.9
EMP_1098,Finance,Individual Contributor,37,23,3.8,2.8,6.2,3.5
EMP_1099,Sales,Individual Contributor,12,49,3.4,3.0,5.6,4.2
EMP_1100,Engineering,Individual Contributor,36,37,2.5,2.9,7.0,4.2
EMP_1101,Marketing,Manager,41,55,3.2,3.7,6.4,4.2
EMP_1102,Engineering,Individual Contributor,15,51,4.6,2.7,8.9,4.8
EMP_1103,Customer Support,Individual Contributor,13,13,2.5,3.8,4.1,2.9
EMP_1104,Operations,Senior,29,47,2.5,3.2,5.0,3.9
EMP_1105,Engineering,Senior,41,41,4.1,3.7,8.0,4.8
EMP_1106,Engineering,Individual Contributor,25,31,3.8,3.4,7.7,4.2
EMP_1107,Finance,Individual Contributor,45,42,2.4,2.9,5.5,4.3
EMP_1108,Engineering,Individual Contributor,28,59,3.0,2.9,7.4,4.8
EMP_1109,IT,Senior,32,67,2.4,3.9,4.9,4.1
EMP_1110,Finance,Lead,29,49,2.9,2.7,3.8,4.0
EMP_1111,HR,Individual Contributor,34,40,3.2,4.2,8.2,4.8
EMP_1112,Finance,Individual Contributor,24,47,2.7,2.2,4.0,4.0
EMP_1113,Sales,Individual Contributor,14,21,2.6,4.1,6.3,3.4
EMP_1114,Finance,Individual Contributor,31,40,3.8,2.5,7.4,4.2
EMP_1115,Engineering,Senior,37,27,3.2,3.1,6.4,3.8
EMP_1116,Engineering,Individual Contributor,37,35,3.8,4.0,7.9,4.7
EMP_1117,IT,Lead,37,55,4.1,2.7,6.8,4.9
EMP_1118,HR,Senior,31,43,3.4,4.3,8.7,4.8
EMP_1119,Operations,Director,46,67,2.5,2.6,5.2,4.7
EMP_1120,HR,Lead,52,51,2.4,3.4,4.2,4.3
EMP_1121,Engineering,Individual Contributor,37,27,4.2,3.3,7.9,4.0
EMP_1122,Engineering,Individual Contributor,23,33,4.7,4.0,8.5,4.4
EMP_1123,Sales,Individual Contributor,40,30,2.7,3.5,7.4,3.0
EMP_1124,Engineering,Individual Contributor,19,67,2.7,2.3,5.3,4.4
EMP_1125,Sales,Individual Contributor,21,70,3.8,2.1,8.7,4.4
EMP_1126,Engineering,Individual Contributor,21,51,3.1,2.2,1.9,3.4
EMP_1127,Research,Individual Contributor,41,54,5.0,3.1,7.7,4.5
EMP_1128,Operations,Individual Contributor,14,30,4.1,4.3,9.7,4.2
EMP_1129,Legal,Individual Contributor,49,29,2.5,3.8,6.0,3.9
EMP_1130,Customer Support,Individual Contributor,18,28,4.0,3.3,9.2,3.6
EMP_1131,Engineering,Lead,31,56,3.5,2.8,7.2,4.9
EMP_1132,Engineering,Individual Contributor,46,55,4.2,3.2,8.6,4.5
EMP_1133,Sales,Individual Contributor,19,34,3.4,3.0,8.1,4.0
EMP_1134,Customer Support,Senior,9,48,2.2,2.5,2.8,3.2
EMP_1135,Legal,Individual Contributor,33,45,4.0,2.9,6.1,4.3
EMP_1136,Marketing,Individual Contributor,34,18,1.7,4.0,4.7,3.0
EMP_1137,Legal,Individual Contributor,26,52,4.3,3.1,7.1,4.6
EMP_1138,Marketing,Individual Contributor,48,59,2.9,3.7,4.9,3.8
EMP_1139,Engineering,Lead,41,53,4.5,2.2,7.2,5.0
EMP_1140,Finance,Individual Contributor,45,27,3.2,3.2,4.7,4.6
EMP_1141,Marketing,Senior,44,34,2.6,2.4,6.1,3.8
EMP_1142,Sales,Senior,22,46,3.7,2.4,5.0,4.7
EMP_1143,Customer Support,Individual Contributor,36,39,1.9,3.1,4.3,3.0
EMP_1144,Operations,Individual Contributor,42,36,2.3,4.3,7.8,3.5
EMP_1145,Customer Support,Individual Contributor,21,28,3.3,2.8,5.5,4.2
EMP_1146,HR,Senior,35,33,3.7,3.5,8.0,4.7
EMP_1147,Engineering,Lead,25,46,4.0,3.0,8.0,4.5
EMP_1148,Finance,Individual Contributor,24,38,4.6,4.0,7.2,4.4
EMP_1149,Operations,Individual Contributor,14,37,3.4,4.3,8.7,4.1
EMP_1150,Sales,Senior,25,58,4.1,1.3,4.9,4.1
EMP_1151,Engineering,Lead,27,46,2.1,3.6,4.6,3.6
EMP_1152,Engineering,Senior,22,67,4.2,3.1,7.2,5.0
EMP_1153,Sales,Lead,20,42,3.0,2.7,4.9,4.6
EMP_1154,IT,Individual Contributor,27,45,4.6,2.2,5.8,4.4
EMP_1155,Operations,Senior,32,18,3.3,3.7,7.0,4.3
EMP_1156,Marketing,Individual Contributor,19,27,3.3,2.6,7.5,4.0
EMP_1157,Sales,Individual Contributor,17,48,3.5,3.0,7.2,4.6
EMP_1158,IT,Senior,32,35,3.6,3.9,5.6,4.2
EMP_1159,IT,Individual Contributor,38,23,4.0,3.3,6.8,3.4
EMP_1160,Engineering,Senior,42,48,3.5,3.7,7.8,5.0
EMP_1161,Finance,Individual Contributor,31,36,4.7,3.3,7.1,4.1
EMP_1162,Customer Support,Senior,35,33,3.8,3.3,5.3,4.1
EMP_1163,Finance,Individual Contributor,12,42,3.6,2.9,6.9,4.5
EMP_1164,Sales,Senior,34,21,2.8,3.5,7.5,4.6
EMP_1165,Marketing,Lead,45,43,3.3,3.3,4.9,3.7
EMP_1166,Operations,Individual Contributor,45,23,2.9,2.4,6.7,3.8
EMP_1167,Engineering,Individual Contributor,33,61,3.2,3.3,4.4,3.7
EMP_1168,IT,Individual Contributor,35,56,3.2,2.9,5.8,2.9
EMP_1169,HR,Lead,31,44,2.9,4.3,5.7,4.3
EMP_1170,Finance,Individual Contributor,30,53,2.9,1.7,3.9,4.0
EMP_1171,Operations,Individual Contributor,27,42,4.7,3.9,8.4,4.5
EMP_1172,IT,Senior,7,79,3.2,2.4,5.8,4.3
EMP_1173,Engineering,Individual Contributor,30,47,3.4,4.1,6.6,4.3
EMP_1174,IT,Senior,28,60,4.1,2.9,7.2,4.4
EMP_1175,Engineering,Individual Contributor,46,41,3.9,2.0,5.3,4.1
EMP_1176,Marketing,Individual Contributor,39,38,4.5,3.4,7.6,4.1
EMP_1177,Sales,Individual Contributor,32,26,4.4,4.3,9.6,4.6
EMP_1178,Sales,Individual Contributor,27,44,2.6,3.6,3.3,3.5
EMP_1179,Operations,Individual Contributor,14,26,3.2,3.3,6.4,3.1
EMP_1180,Finance,Individual Contributor,30,29,3.6,3.2,6.5,4.4
EMP_1181,Sales,Individual Contributor,17,48,3.3,3.4,6.6,3.2
EMP_1182,Engineering,Individual Contributor,32,48,3.1,2.4,4.0,4.4
EMP_1183,Engineering,Individual Contributor,34,31,3.2,3.6,7.9,3.7
EMP_1184,Customer Support,Lead,19,61,1.6,2.5,5.1,3.9
EMP_1185,Research,Senior,25,41,2.0,3.3,6.5,4.4
EMP_1186,IT,Senior,34,71,3.3,2.5,5.5,4.9
EMP_1187,Sales,Senior,35,24,3.9,3.5,8.5,4.1
EMP_1188,Operations,Individual Contributor,27,46,3.3,3.4,4.4,3.4
EMP_1189,Finance,Senior,27,66,3.0,2.6,5.7,4.1
EMP_1190,Engineering,Individual Contributor,27,52,4.3,3.3,8.3,4.2
EMP_1191,Marketing,Individual Contributor,44,24,4.0,3.0,8.5,4.6
EMP_1192,Finance,Individual Contributor,38,30,3.4,3.2,7.0,3.8
EMP_1193,Operations,Individual Contributor,47,46,3.0,4.0,6.4,4.0
EMP_1194,Marketing,Individual Contributor,19,45,3.9,3.2,7.1,4.5
EMP_1195,Sales,Individual Contributor,29,15,4.3,3.3,6.5,3.7
EMP_1196,Sales,Individual Contributor,22,54,3.2,3.6,4.7,3.8
EMP_1197,IT,Individual Contributor,52,56,2.8,3.1,4.5,4.0
EMP_1198,IT,Individual Contributor,33,56,2.9,4.1,6.5,4.3
EMP_1199,HR,Director,47,63,3.6,3.5,6.6,4.6
EMP_1200,Finance,Senior,43,49,2.6,3.5,7.2,4.9
EMP_1201,Sales,Individual Contributor,18,26,3.5,2.5,7.5,3.6
EMP_1202,Operations,Individual Contributor,18,34,3.2,4.0,6.4,3.5
EMP_1203,Operations,Individual Contributor,19,37,2.6,3.6,5.7,3.8
EMP_1204,Customer Support,Individual Contributor,38,46,4.6,2.9,5.6,3.8
EMP_1205,Research,Senior,48,77,4.3,2.6,9.1,4.9
EMP_1206,Engineering,Individual Contributor,3,53,2.1,3.2,4.9,3.7
EMP_1207,Customer Support,Individual Contributor,24,43,3.8,3.3,7.4,4.6
EMP_1208,Sales,Individual Contributor,9,45,3.0,2.2,5.4,4.0
EMP_1209,Customer Support,Senior,12,53,4.3,4.0,6.7,4.8
EMP_1210,Marketing,Senior,22,52,2.2,1.9,4.4,3.8
EMP_1211,Engineering,Senior,23,47,3.8,1.2,6.6,3.9
EMP_1212,Sales,Individual Contributor,12,36,3.4,3.1,5.5,4.4
EMP_1213,Sales,Senior,29,19,3.3,4.2,6.2,3.7
EMP_1214,Research,Individual Contributor,38,55,3.6,2.4,4.9,4.5
EMP_1215,Engineering,Individual Contributor,18,50,3.6,3.0,8.6,4.8
EMP_1216,Engineering,Senior,38,35,2.5,3.4,4.5,4.8
EMP_1217,Engineering,Individual Contributor,16,49,3.2,3.6,5.4,4.0
EMP_1218,IT,Senior,20,72,2.1,4.0,6.4,4.4
EMP_1219,Customer Support,Individual Contributor,30,8,4.7,3.4,6.8,3.8
EMP_1220,Finance,Individual Contributor,12,71,2.1,3.0,4.3,4.4
EMP_1221,Engineering,Individual Contributor,20,50,3.4,3.8,5.3,3.8
EMP_1222,Sales,Individual Contributor,13,47,2.8,3.5,4.7,4.1
EMP_1223,Operations,Individual Contributor,44,32,3.2,2.9,3.7,3.2
EMP_1224,Sales,Lead,34,47,4.6,3.2,8.1,4.8
EMP_1225,Engineering,Senior,31,45,3.4,3.3,7.4,4.9
EMP_1226,Customer Support,Lead,22,26,3.5,3.5,4.9,4.3
EMP_1227,Sales,Individual Contributor,48,54,2.8,3.9,6.6,4.1
EMP_1228,Operations,Individual Contributor,27,44,3.4,3.2,6.1,4.0
EMP_1229,Customer Support,Senior,13,58,3.8,3.3,4.8,4.1
EMP_1230,Customer Support,Individual Contributor,8,23,3.5,3.2,6.1,3.0
EMP_1231,Sales,Manager,34,38,4.9,3.5,8.6,4.6
EMP_1232,Research,Individual Contributor,14,76,3.0,3.4,6.8,3.9
EMP_1233,Engineering,Individual Contributor,38,46,3.0,2.3,4.3,4.3
EMP_1234,HR,Individual Contributor,37,33,2.3,4.1,5.8,4.0
EMP_1235,Customer Support,Senior,19,33,3.8,4.6,6.2,4.3
EMP_1236,Research,Senior,30,57,3.0,4.1,6.8,4.8
EMP_1237,Marketing,Senior,22,40,2.4,3.8,4.4,4.1
EMP_1238,Sales,Individual Contributor,19,37,3.4,3.2,4.6,3.5
EMP_1239,Operations,Senior,34,45,3.0,3.3,4.7,3.6
EMP_1240,Marketing,Senior,6,69,2.8,2.6,4.2,3.5
EMP_1241,Operations,Manager,45,29,2.6,3.6,5.0,4.2
EMP_1242,Research,Senior,34,51,3.8,2.7,6.8,4.7
EMP_1243,Engineering,Senior,23,60,4.3,4.9,9.0,4.8
EMP_1244,Sales,Lead,21,44,3.4,3.2,7.8,4.5
EMP_1245,Engineering,Senior,27,49,4.2,3.7,8.3,4.6
EMP_1246,Operations,Individual Contributor,37,11,4.3,3.4,7.1,4.0
EMP_1247,Engineering,Senior,36,26,4.3,3.3,7.3,4.3
EMP_1248,Sales,Individual Contributor,20,39,3.3,3.7,6.2,4.7
EMP_1249,Engineering,Senior,34,62,2.5,2.9,4.8,4.3
EMP_1250,Engineering,Individual Contributor,41,27,2.3,4.1,5.1,4.0
EMP_1251,IT,Individual Contributor,25,59,2.6,2.3,4.6,4.6
EMP_1252,Sales,Director,34,49,3.7,4.4,8.6,5.0
EMP_1253,Finance,Individual Contributor,7,35,3.7,3.6,6.1,3.8
EMP_1254,Finance,Senior,42,28,3.2,3.0,5.9,4.6
EMP_1255,Sales,Senior,21,51,3.6,3.2,6.8,4.2
EMP_1256,Engineering,Manager,26,45,2.9,3.4,7.4,4.7
EMP_1257,IT,Senior,36,51,3.3,2.9,4.7,3.8
EMP_1258,Sales,Individual Contributor,25,62,2.7,1.9,5.2,3.5
EMP_1259,Research,Senior,44,65,4.6,3.3,8.5,4.9
EMP_1260,HR,Individual Contributor,36,40,2.8,3.8,6.0,4.6
EMP_1261,Engineering,Individual Contributor,35,50,2.5,3.8,6.0,4.6
EMP_1262,Operations,Individual Contributor,42,13,4.2,2.2,5.9,3.8
EMP_1263,HR,Individual Contributor,19,54,1.6,2.8,3.9,3.8
EMP_1264,Engineering,Individual Contributor,44,51,3.8,2.9,3.3,3.5
EMP_1265,Finance,Individual Contributor,31,45,3.3,3.4,6.2,3.7
EMP_1266,Customer Support,Senior,13,54,3.9,4.0,5.6,4.9
EMP_1267,HR,Lead,30,26,5.0,3.4,8.6,4.6
EMP_1268,Sales,Individual Contributor,24,50,3.1,3.7,5.1,4.0
